"CERSID","BusinessName","SiteAddress","City","ZipCode","NAICSCode","SICCode","ChemicalName","CommonName","CASNumber","AverageDailyAmount","MaximumDailyAmount","ChemicalLocation","EHS","PFCodeHazardClass","SFCodeHazardClass","TFCodeHazardClass","FFCodeHazardClass","FifthFireCodeHazardClass","SixthFireCodeHazardClass","SeventhFireCodeHazardClass","EighthFireCodeHazardClass","isMixture","HMType","MixtureComponentNumber","RadioActive","Curies","Unit","PhysicalState","LargestContainer","FHCFire","FHCReactive","FHCPressureRelease","FHCAcuteHealth","FHCChronicHealth","AnnualWasteAmount","StateWasteCode","DaysOnSite","SCAboveGroundTank","SCUnderGroundTank","SCTankInsideBuilding","SCSteelDrum","SCPlasticNonMetallicDrum","SCCan","SCCarboy","SCSilo","SCFiberDrum","SCBag","SCBox","SCCylinder","SCGlassBottle","SCPlasticBottle","SCToteBin","SCTankTruckTankWagon","SCTankCarRailCar","SCOther","OtherStorageContainer","StoragePressure","StorageTemperature","HC1PercentByWeight","HC1Name","HC1EHS","HC1CAS","HC2PercentByWeight","HC2Name","HC2EHS","HC2CAS","HC3PercentByWeight","HC3Name","HC3EHS","HC3CAS","HC4PercentByWeight","HC4Name","HC4EHS","HC4CAS","HC5PercentByWeight","HC5Name","HC5EHS","HC5CAS","ChemicalDescriptionComment","AdditionalMixtureComponents","CCLID","USEPASRSNumber","DOTHazClassID","KEEP"
"10057774","COLONIAL ORNAMENTAL IRON WORKS","1170 Thomas Ave","San Francisco","94124","332116","1799","carbon dioxide","carbon dioxide","NULL","2634","2634","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","439","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10058509","STANDARD SHEET METAL","159 S Park St","San Francisco","94107","332900","3444","Argon, mixt. with carbon dioxide","Argon 75% / CO2 25% NOS","70343-43-0","381","962","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","381","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","17163148","NULL","INCLUDE"
"10060507","Storer Transportation Service","300 Toland St","San Francisco","94124","32620","4111","Diesel Exhaust Fluid","Urea, Aqueous Solution (DEF)","NULL","150","330","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","275","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10060930","Oscar Printing","57 Columbia Sq","San Francisco","94103","323110","2759","Washout Solution ","Washout Solution ","NULL","5","5","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10062127","CEMEX Construction Materials Pacific, LLC","500 Amador St","San Francisco","94124","327320","3273","Used Motor Oil","Used Motor Oil","NULL","50","200","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","250","NULL","NULL","NULL","NULL","NULL","NULL","221","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Connex Box","Ambient","Ambient","85","VARIOUS LUBRICATING BASE OILS","N","6474X-XX-X","15","ADDITIVE PACKAGE, INCLUDING","N","MIXTURE","2","ZINC ALKYLDITHIOPHOSPHATE","N","68649-42-3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10063633","NEW HONG KONG NOODLE CO INC","360 SWIFT AVE #22","SOUTH SAN FRANCISCO","94080","333241","NULL","Nitrogen","NITROGEN, GAS","7727-37-9","60","118.877","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","118.877","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10063672","GUITTARD CHOCOLATE","10 GUITTARD RD ","BURLINGAME","94010","311320","2060","Petroleum Naptha","Naptha","6474-47-8","70","70","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","70","NULL","NULL","NULL","NULL","NULL","140","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Parts cleaner Tank","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10063699","CEMEX Construction Materials Pacific, LLC","1026 BRANSTEN RD","SAN CARLOS","94070","327320","3273","Iron (III) Oxide","Dry Color","NULL","900","1500","NULL","N","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","25","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","4","Silicon dioxide","N","7631-86-9","90","Iron Oxide","N","309-7-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","INCLUDE"
"10063789","L3 COMMUNICATIONS","1150 CHRYSLER PLANT DR","MENLO PARK","94025","334220","NULL","Diesel Fuel No. 2","DIESEL FUEL NO. 2","NULL","100","200","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","100","NULL","NULL","NULL","NULL","NULL","0","NULL","0","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10063843","EUREKA CHEMICAL CO","234 LAWRENCE AVE ","SOUTH SAN FRANCISCO","94080","325998","2992","Paraffinic Oils","PETROLEUM MOTOR OIL","64742-70-7","5300","10000","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","10000","NULL","NULL","NULL","NULL","NULL","0","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10063909","DELTA STAR INC","270 INDUSTRIAL RD ","SAN CARLOS","94070","335311","3612","2,8 VOC Catalyzed Epoxy Primer (Part A) Gray","Primer","NULL","40","80","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","12","n-Butyl Acetate","NULL","123-86-4","8","Epoxy Polymer","NULL","123-86-4","35","Quartz","NULL","123-86-4","14","Epoxy Polymer","NULL","123-86-4","15","Titanium Dioxide","NULL","123-86-4","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10063930","AI LLC","1709 E BAYSHORE RD","REDWOOD CITY","94063","332813","NULL","BPS-1368 NICKEL ACID","BPS-1368 NICKEL ACID","7786-81-4","55","55","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","55","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","31","NICKEL SULFATE","N","7786-81-4","3","FORMIC ACID","N","7786-81-4","3","NICKEL DIFORMATE","N","7786-81-4","3","CITRIC ACID","N","7786-81-4","60","WATER","N","7786-81-4","NULL","NULL","NULL","NULL","8","INCLUDE"
"10064281","NIKON PRECISION INC","1399 SHOREWAY RD ","BELMONT","94002","333242","NULL","N, N-Disopropylethylamine","N, N-Disopropylethylamine","7087-68-5","0.1","0.15","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","0.025","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","NULL","Above Ambient","Above Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064326","JS PRODUCT PAINTING CO INC","75 DEMETER ST ","EAST PALO ALTO","94303","332812","3479","Fremont 339","Aluminum Cleaner / Deoxidizer","NULL","235","235","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","235","NULL","NULL","NULL","NULL","NULL","0","NULL","356","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","2","Phosphoric Acid","NULL","7664-38-2","3","2-Butoxyethanol","NULL","7664-38-2","0.75","Fluoboric Acid","NULL","7664-38-2","0.75","Aluminum Bifluoride","NULL","7664-38-2","NULL","NULL","NULL","7664-38-2","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064359","PRINCETON CORP YARD","203 CORNELL AVE","PRINCETON","94018","333120","NULL","PETROLEUM MOTOR OIL","WASTE OIL","NULL","55","110","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","used oil","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064428","WARRENS PRECISION","800 INDUSTRIAL","SAN CARLOS","94070","332710","7538","WASTE PETROLEUM MOTOR OIL","oily water","5/9/8002","55","110","NULL","N","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","50","oil","NULL","NULL","50","water","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064470","J & L DIGITAL PRECISION INC","551 TAYLOR WY 15","SAN CARLOS","94070","332999","NULL","propane","propane","NULL","60","60","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","15","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064551","NEW METHOD FUR DRESSING","131 BEACON ST ","SOUTH SAN FRANCISCO","94080","316110","NULL","proprietary oil","eskatan gls","NULL","27","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064716","MILLBRAE FIRE DEPT","511 MAGNOLIA ","MILLBRAE","94030","324110","NULL","DIESEL FUEL NO. 2","DIESEL FUEL","68334-30-5","250","1250","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","1000","NULL","NULL","NULL","NULL","NULL","0","NULL","0","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064722","APEX DIE","840 CHERRY LN","SAN CARLOS","94070","322212","2790","Absorbent","Absorbent Waste (Oil & Water)","NULL","100","200","NULL","N","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","pounds","Solid","200","NULL","NULL","NULL","NULL","NULL","340","223","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064764","CHEMCO SYSTEMS INC","2800 BAY RD","REDWOOD CITY","94063","325520","2851","Alkyl c12 - c14gJycidyi ether","EPODIL 748 Diluent","68609-97-2","25","100","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064881","ONETO","146 S MAPLE AVE ","SOUTH SAN FRANCISCO","94080","332322","3066","SOLVENT-REFINED HEAVY PARAFFINIC DISTILLATE","Hydraulic oil","64741-88-4","10","10","NULL","N","11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","2","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064914","DOLPHIN PRESS INC","264 S MAPLE AVE ","SOUTH SAN FRANCISCO","94080","323111","NULL","WASTE INK AND CLEANERS","WASTE INK AND CLEANERS","NULL","27","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","10","CARBON BLACK","NULL","NULL","10","PROPELYNE GLYCOL","NULL","NULL","50","WATER","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064947","S CITY LUMBER & SUPPLY","499 RAILROAD AVE ","SOUTH SAN FRANCISCO","94080","321113","5211","DIESEL FUEL NO. 2","DIESEL FUEL NO. 2","68334-30-5","500","1000","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","500","NULL","NULL","NULL","NULL","NULL","0","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10064992","METAL FUSION","425 HURLINGAME AVE ","REDWOOD CITY","94063","333812","3599","HYDROGEN","HYDROGEN","1333-74-0","250","500","NULL","N","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","cubic feet","Gas","500","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065031","RANDTRON ANTENNA SYSTEMS","200 LIFEMARK RD","HALF MOON BAY","94019","334220","NULL","PROPANE","PROPANE","74-98-6","400","600","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","500","NULL","NULL","NULL","NULL","NULL","0","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065076","FONG BROS PRINTING INC","320 VALLEY DR ","BRISBANE","94005","323110","2752","Powerklene AWS","Powerklene AWS","NULL","55","55","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","110","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","2.5","Solvent naphtha (petroleum)","NULL","64742-95-6","2.5","1,2,4-trimethylbenzene","NULL","64742-95-6","2.5","xylene","NULL","64742-95-6","2.5","cumene","NULL","64742-95-6","NULL","NULL","NULL","64742-95-6","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065124","ACM GRINDING & THREAD ROLLIN","945 BRANSTEN RD ","SAN CARLOS","94070","332721","9999","oily waste water","oily waste water","NULL","25","55","NULL","N","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","80","water ","NULL","NULL","20","oily coolant","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065163","MEMRY CORP","4065 CAMPBELL AVE","MENLO PARK","94025","331491","3356","ML-119-2","Water Based Dry Film Lubricant","NULL","110","220","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","10","Molybdenum disulfide","NULL","1317-33-5","10","Graphite","NULL","1317-33-5","10","Silicates","NULL","1317-33-5","NULL","NULL","NULL","1317-33-5","NULL","NULL","NULL","1317-33-5","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065193","B METAL FABRICATION INC","318 S MAPLE ","SOUTH SAN FRANCISCO","94080","332322","NULL","OXYGEN","OXYGEN, GAS","7782-44-7","372","620","NULL","N","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","cubic feet","Gas","124","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065211","PETERSEN PRECISION","611 BROADWAY ","REDWOOD CITY","94063","332999","NULL","Ester Oil","COOLANT","NULL","220","330","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065223","SCHAFER SHEET METAL","917 CENTER ST ","SAN CARLOS","94070","332312","NULL","Helium","helium","7440-59-7","350","350","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","cubic feet","Gas","350","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065313","KIBBLEWHITE PRECISION MACHININ","580 CRESPI DR H","PACIFICA","94044","336311","NULL","ACETYLENE","ACETYLENE, GAS","74-86-2","145","290","NULL","N","7","33","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","cubic feet","Gas","145","NULL","NULL","NULL","NULL","NULL","0","NULL","0","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10065358","HOUSE OF WRECKERS INC","161 INDUSTRIAL RD ","SAN CARLOS","94070","336120","NULL","HYDROLIC OIL","hydraulic oil","NULL","80","80","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","80","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
